,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Sat Oct 14, 3 AM - 4 AM",86 MW,"3,247 MW","3,161 MW","14,821 MW","11,660 MW",86 tonnes,6 g/kWh,61.7%,20.8%,0.9%,16.6%,0.0%,0.0%,"9,140 MW","3,081 MW",137 MW,"2,463 MW",0 MW,0 MW
"Sat Oct 14, 4 AM - 5 AM",69 MW,"3,522 MW","3,453 MW","15,182 MW","11,729 MW",86 tonnes,6 g/kWh,60.2%,21.4%,0.9%,17.5%,0.0%,0.0%,"9,144 MW","3,248 MW",137 MW,"2,653 MW",0 MW,0 MW
"Sat Oct 14, 5 AM - 6 AM",62 MW,"3,591 MW","3,529 MW","15,538 MW","12,009 MW",131 tonnes,8 g/kWh,58.8%,22.4%,1.6%,17.2%,0.0%,0.0%,"9,141 MW","3,479 MW",253 MW,"2,665 MW",0 MW,0 MW
"Sat Oct 14, 6 AM - 7 AM",71 MW,"3,547 MW","3,476 MW","15,949 MW","12,473 MW",244 tonnes,15 g/kWh,57.3%,22.6%,3.4%,16.7%,0.0%,0.0%,"9,143 MW","3,605 MW",541 MW,"2,660 MW",0 MW,0 MW
"Sat Oct 14, 7 AM - 8 AM",9 MW,"3,190 MW","3,181 MW","16,333 MW","13,152 MW",268 tonnes,16 g/kWh,56.0%,23.7%,3.7%,16.5%,0.0%,0.0%,"9,151 MW","3,879 MW",604 MW,"2,698 MW",0 MW,1 MW
"Sat Oct 14, 8 AM - 9 AM",70 MW,"2,625 MW","2,555 MW","16,437 MW","13,882 MW",330 tonnes,20 g/kWh,55.7%,22.8%,4.7%,16.7%,0.0%,0.1%,"9,152 MW","3,749 MW",770 MW,"2,744 MW",0 MW,22 MW
"Sat Oct 14, 9 AM - 10 AM",85 MW,"2,567 MW","2,482 MW","16,840 MW","14,358 MW",403 tonnes,24 g/kWh,54.3%,24.2%,5.6%,15.5%,0.0%,0.3%,"9,149 MW","4,074 MW",949 MW,"2,610 MW",0 MW,58 MW
"Sat Oct 14, 10 AM - 11 AM",85 MW,"2,715 MW","2,630 MW","17,053 MW","14,423 MW",442 tonnes,26 g/kWh,53.6%,23.9%,6.0%,15.6%,0.0%,0.8%,"9,147 MW","4,084 MW","1,026 MW","2,655 MW",0 MW,141 MW
"Sat Oct 14, 11 AM - 12 PM",85 MW,"2,622 MW","2,537 MW","16,842 MW","14,305 MW",377 tonnes,22 g/kWh,54.3%,23.1%,5.2%,16.3%,0.0%,1.0%,"9,146 MW","3,893 MW",882 MW,"2,747 MW",0 MW,174 MW
"Sat Oct 14, 12 PM - 1 PM",85 MW,"2,399 MW","2,314 MW","16,679 MW","14,365 MW",376 tonnes,23 g/kWh,54.8%,21.5%,5.3%,17.6%,0.0%,0.9%,"9,138 MW","3,579 MW",880 MW,"2,936 MW",0 MW,146 MW
"Sat Oct 14, 1 PM - 2 PM",123 MW,"2,547 MW","2,424 MW","16,815 MW","14,391 MW",388 tonnes,23 g/kWh,54.3%,22.4%,5.4%,16.9%,0.0%,0.9%,"9,133 MW","3,771 MW",910 MW,"2,848 MW",0 MW,153 MW
"Sat Oct 14, 2 PM - 3 PM",186 MW,"2,917 MW","2,731 MW","17,142 MW","14,411 MW",530 tonnes,31 g/kWh,53.3%,22.6%,7.0%,16.5%,0.0%,0.6%,"9,132 MW","3,880 MW","1,205 MW","2,827 MW",0 MW,98 MW
"Sat Oct 14, 3 PM - 4 PM",199 MW,"3,219 MW","3,020 MW","17,434 MW","14,414 MW",736 tonnes,42 g/kWh,52.3%,22.2%,9.7%,15.5%,0.0%,0.3%,"9,120 MW","3,863 MW","1,696 MW","2,694 MW",0 MW,61 MW
"Sat Oct 14, 4 PM - 5 PM",176 MW,"2,836 MW","2,660 MW","17,248 MW","14,588 MW",673 tonnes,39 g/kWh,52.8%,23.2%,9.0%,14.8%,0.0%,0.2%,"9,100 MW","4,001 MW","1,555 MW","2,550 MW",0 MW,42 MW
"Sat Oct 14, 5 PM - 6 PM",14 MW,"1,947 MW","1,933 MW","16,851 MW","14,918 MW",596 tonnes,35 g/kWh,54.0%,24.0%,8.2%,13.6%,0.0%,0.1%,"9,096 MW","4,051 MW","1,388 MW","2,296 MW",0 MW,20 MW
"Sat Oct 14, 6 PM - 7 PM",9 MW,"1,915 MW","1,906 MW","17,030 MW","15,124 MW",794 tonnes,47 g/kWh,53.4%,25.0%,10.7%,10.9%,0.0%,0.0%,"9,088 MW","4,263 MW","1,814 MW","1,864 MW",0 MW,1 MW
"Sat Oct 14, 7 PM - 8 PM",9 MW,"1,763 MW","1,754 MW","16,878 MW","15,124 MW",871 tonnes,52 g/kWh,53.8%,24.1%,11.5%,10.5%,0.0%,0.0%,"9,083 MW","4,076 MW","1,949 MW","1,770 MW",0 MW,0 MW
"Sat Oct 14, 8 PM - 9 PM",9 MW,"1,889 MW","1,880 MW","16,468 MW","14,588 MW",609 tonnes,37 g/kWh,55.1%,23.6%,8.3%,13.1%,0.0%,0.0%,"9,075 MW","3,883 MW","1,359 MW","2,151 MW",0 MW,0 MW
"Sat Oct 14, 9 PM - 10 PM",70 MW,"2,222 MW","2,152 MW","16,147 MW","13,995 MW",483 tonnes,30 g/kWh,56.2%,22.2%,6.9%,14.7%,0.0%,0.0%,"9,079 MW","3,584 MW","1,110 MW","2,374 MW",0 MW,0 MW
"Sat Oct 14, 10 PM - 11 PM",18 MW,"2,369 MW","2,351 MW","15,766 MW","13,415 MW",377 tonnes,24 g/kWh,57.6%,21.3%,5.5%,15.6%,0.0%,0.0%,"9,083 MW","3,354 MW",874 MW,"2,455 MW",0 MW,0 MW
"Sun Oct 15, 11 PM - 12 AM",107 MW,"3,084 MW","2,977 MW","15,655 MW","12,678 MW",243 tonnes,15 g/kWh,58.0%,22.5%,3.5%,16.0%,0.0%,0.0%,"9,081 MW","3,518 MW",548 MW,"2,508 MW",0 MW,0 MW
"Sun Oct 15, 12 AM - 1 AM",67 MW,"3,323 MW","3,256 MW","15,408 MW","12,152 MW",177 tonnes,11 g/kWh,59.0%,24.6%,2.5%,13.9%,0.0%,0.0%,"9,089 MW","3,796 MW",381 MW,"2,142 MW",0 MW,0 MW
"Sun Oct 15, 1 AM - 2 AM",55 MW,"3,719 MW","3,664 MW","15,389 MW","11,725 MW",224 tonnes,15 g/kWh,59.1%,24.9%,3.0%,13.1%,0.0%,0.0%,"9,092 MW","3,830 MW",455 MW,"2,012 MW",0 MW,0 MW
"Sun Oct 15, 2 AM - 3 AM",55 MW,"3,408 MW","3,353 MW","14,940 MW","11,587 MW",102 tonnes,7 g/kWh,60.8%,24.6%,1.2%,13.4%,0.0%,0.0%,"9,086 MW","3,675 MW",178 MW,"2,001 MW",0 MW,0 MW
"Sun Oct 15, 3 AM - 4 AM",55 MW,"3,441 MW","3,386 MW","14,852 MW","11,466 MW",118 tonnes,8 g/kWh,61.2%,25.4%,1.3%,12.1%,0.0%,0.0%,"9,093 MW","3,778 MW",189 MW,"1,792 MW",0 MW,0 MW
"Sun Oct 15, 4 AM - 5 AM",55 MW,"3,257 MW","3,202 MW","14,689 MW","11,487 MW",136 tonnes,9 g/kWh,62.0%,25.9%,1.5%,10.7%,0.0%,0.0%,"9,100 MW","3,801 MW",218 MW,"1,570 MW",0 MW,0 MW
"Sun Oct 15, 5 AM - 6 AM",55 MW,"2,645 MW","2,590 MW","14,207 MW","11,617 MW",111 tonnes,8 g/kWh,64.1%,24.5%,1.3%,10.2%,0.0%,0.0%,"9,109 MW","3,475 MW",178 MW,"1,445 MW",0 MW,0 MW
"Sun Oct 15, 6 AM - 7 AM",55 MW,"2,489 MW","2,434 MW","14,513 MW","12,079 MW",99 tonnes,7 g/kWh,62.8%,25.1%,1.1%,11.1%,0.0%,0.0%,"9,108 MW","3,642 MW",159 MW,"1,604 MW",0 MW,0 MW
"Sun Oct 15, 7 AM - 8 AM",36 MW,"2,294 MW","2,258 MW","14,738 MW","12,480 MW",93 tonnes,6 g/kWh,61.8%,25.1%,1.0%,12.1%,0.0%,0.0%,"9,112 MW","3,696 MW",149 MW,"1,778 MW",0 MW,3 MW
"Sun Oct 15, 8 AM - 9 AM",36 MW,"1,531 MW","1,495 MW","14,521 MW","13,026 MW",91 tonnes,6 g/kWh,62.7%,24.8%,1.0%,11.2%,0.0%,0.3%,"9,104 MW","3,602 MW",146 MW,"1,621 MW",0 MW,48 MW
"Sun Oct 15, 9 AM - 10 AM",36 MW,"1,913 MW","1,877 MW","15,385 MW","13,508 MW",93 tonnes,6 g/kWh,59.2%,25.8%,1.0%,13.5%,0.0%,0.5%,"9,108 MW","3,976 MW",154 MW,"2,071 MW",0 MW,76 MW
"Sun Oct 15, 10 AM - 11 AM",10 MW,"2,009 MW","1,999 MW","15,756 MW","13,757 MW",134 tonnes,9 g/kWh,57.8%,24.9%,1.7%,14.8%,0.0%,0.8%,"9,103 MW","3,927 MW",262 MW,"2,339 MW",0 MW,125 MW
"Sun Oct 15, 11 AM - 12 PM",10 MW,"2,306 MW","2,296 MW","15,971 MW","13,675 MW",236 tonnes,15 g/kWh,57.0%,24.7%,3.2%,14.1%,0.0%,1.0%,"9,106 MW","3,944 MW",519 MW,"2,245 MW",0 MW,157 MW
"Sun Oct 15, 12 PM - 1 PM",10 MW,"2,337 MW","2,327 MW","16,098 MW","13,771 MW",237 tonnes,15 g/kWh,56.6%,23.1%,3.2%,16.0%,0.0%,1.1%,"9,109 MW","3,720 MW",521 MW,"2,570 MW",0 MW,178 MW
"Sun Oct 15, 1 PM - 2 PM",10 MW,"2,555 MW","2,545 MW","16,460 MW","13,915 MW",289 tonnes,18 g/kWh,55.3%,22.6%,3.9%,17.2%,0.0%,0.9%,"9,103 MW","3,725 MW",648 MW,"2,838 MW",0 MW,146 MW
"Sun Oct 15, 2 PM - 3 PM",25 MW,"2,589 MW","2,564 MW","16,657 MW","14,093 MW",351 tonnes,21 g/kWh,54.7%,22.4%,4.8%,17.2%,0.0%,0.9%,"9,104 MW","3,730 MW",800 MW,"2,869 MW",2 MW,152 MW
"Sun Oct 15, 3 PM - 4 PM",36 MW,"2,740 MW","2,704 MW","16,776 MW","14,072 MW",454 tonnes,27 g/kWh,54.3%,22.2%,6.3%,16.4%,0.0%,0.7%,"9,116 MW","3,731 MW","1,062 MW","2,744 MW",0 MW,123 MW
"Sun Oct 15, 4 PM - 5 PM",12 MW,"2,270 MW","2,258 MW","16,886 MW","14,628 MW",478 tonnes,28 g/kWh,53.9%,23.7%,6.6%,15.4%,0.0%,0.4%,"9,108 MW","3,998 MW","1,114 MW","2,598 MW",0 MW,68 MW
"Sun Oct 15, 5 PM - 6 PM",12 MW,"2,692 MW","2,680 MW","17,949 MW","15,269 MW",805 tonnes,45 g/kWh,50.8%,25.3%,10.2%,13.6%,0.0%,0.1%,"9,113 MW","4,539 MW","1,826 MW","2,446 MW",0 MW,25 MW
"Sun Oct 15, 6 PM - 7 PM",12 MW,"2,405 MW","2,393 MW","17,946 MW","15,553 MW",887 tonnes,49 g/kWh,50.8%,24.9%,11.2%,13.1%,0.0%,0.0%,"9,112 MW","4,475 MW","2,010 MW","2,348 MW",0 MW,1 MW
"Sun Oct 15, 7 PM - 8 PM",10 MW,"2,073 MW","2,063 MW","17,589 MW","15,526 MW",888 tonnes,50 g/kWh,51.8%,24.8%,11.4%,12.1%,0.0%,0.0%,"9,110 MW","4,356 MW","1,998 MW","2,125 MW",0 MW,0 MW
"Sun Oct 15, 8 PM - 9 PM",10 MW,"2,156 MW","2,146 MW","17,316 MW","15,170 MW",867 tonnes,50 g/kWh,52.6%,24.8%,11.4%,11.2%,0.0%,0.0%,"9,108 MW","4,292 MW","1,974 MW","1,942 MW",0 MW,0 MW
"Sun Oct 15, 9 PM - 10 PM",10 MW,"1,512 MW","1,502 MW","16,154 MW","14,652 MW",454 tonnes,28 g/kWh,56.4%,25.4%,6.4%,11.8%,0.0%,0.0%,"9,104 MW","4,110 MW","1,034 MW","1,906 MW",0 MW,0 MW
"Sun Oct 15, 10 PM - 11 PM",10 MW,"2,072 MW","2,062 MW","15,799 MW","13,737 MW",410 tonnes,26 g/kWh,57.5%,26.1%,5.9%,10.4%,0.0%,0.0%,"9,091 MW","4,129 MW",937 MW,"1,642 MW",0 MW,0 MW
"Mon Oct 16, 11 PM - 12 AM",9 MW,"2,013 MW","2,004 MW","14,974 MW","12,970 MW",304 tonnes,20 g/kWh,60.6%,24.8%,4.5%,10.1%,0.0%,0.0%,"9,072 MW","3,707 MW",679 MW,"1,516 MW",0 MW,0 MW
"Mon Oct 16, 12 AM - 1 AM",54 MW,"2,296 MW","2,242 MW","14,530 MW","12,288 MW",266 tonnes,18 g/kWh,62.4%,24.4%,4.0%,9.1%,0.0%,0.0%,"9,069 MW","3,549 MW",585 MW,"1,327 MW",0 MW,0 MW
"Mon Oct 16, 1 AM - 2 AM",57 MW,"2,007 MW","1,950 MW","13,946 MW","11,996 MW",159 tonnes,11 g/kWh,65.1%,23.3%,2.3%,9.3%,0.0%,0.0%,"9,074 MW","3,247 MW",327 MW,"1,298 MW",0 MW,0 MW
"Mon Oct 16, 2 AM - 3 AM",56 MW,"2,095 MW","2,039 MW","13,839 MW","11,800 MW",139 tonnes,10 g/kWh,65.5%,22.6%,2.0%,9.9%,0.0%,0.0%,"9,064 MW","3,130 MW",278 MW,"1,367 MW",0 MW,0 MW
"Mon Oct 16, 3 AM - 4 AM",84 MW,"2,209 MW","2,125 MW","13,957 MW","11,832 MW",152 tonnes,11 g/kWh,64.9%,22.5%,2.2%,10.4%,0.0%,0.0%,"9,059 MW","3,142 MW",309 MW,"1,447 MW",0 MW,0 MW
"Mon Oct 16, 4 AM - 5 AM",66 MW,"2,303 MW","2,237 MW","14,259 MW","12,022 MW",188 tonnes,13 g/kWh,63.5%,22.9%,2.8%,10.7%,0.0%,0.0%,"9,059 MW","3,271 MW",400 MW,"1,529 MW",0 MW,0 MW
"Mon Oct 16, 5 AM - 6 AM",130 MW,"2,130 MW","2,000 MW","14,601 MW","12,601 MW",303 tonnes,21 g/kWh,62.0%,22.6%,4.7%,10.7%,0.0%,0.0%,"9,049 MW","3,299 MW",692 MW,"1,561 MW",0 MW,0 MW
"Mon Oct 16, 6 AM - 7 AM",518 MW,"1,778 MW","1,260 MW","15,128 MW","13,868 MW",462 tonnes,31 g/kWh,59.8%,23.3%,7.3%,9.6%,0.0%,0.0%,"9,049 MW","3,530 MW","1,098 MW","1,451 MW",0 MW,0 MW
"Mon Oct 16, 7 AM - 8 AM",468 MW,"1,332 MW",864 MW,"16,099 MW","15,235 MW",622 tonnes,39 g/kWh,56.2%,25.0%,9.2%,9.6%,0.0%,0.0%,"9,050 MW","4,028 MW","1,474 MW","1,547 MW",0 MW,0 MW
"Mon Oct 16, 8 AM - 9 AM",601 MW,903 MW,302 MW,"15,994 MW","15,692 MW",664 tonnes,42 g/kWh,56.6%,24.3%,9.5%,9.5%,0.0%,0.1%,"9,052 MW","3,885 MW","1,519 MW","1,519 MW",0 MW,19 MW
"Mon Oct 16, 9 AM - 10 AM",117 MW,807 MW,690 MW,"16,428 MW","15,738 MW",832 tonnes,51 g/kWh,55.1%,24.3%,11.6%,8.8%,0.0%,0.3%,"9,047 MW","3,988 MW","1,904 MW","1,441 MW",0 MW,48 MW
"Mon Oct 16, 10 AM - 11 AM",147 MW,"1,136 MW",989 MW,"16,773 MW","15,784 MW",924 tonnes,55 g/kWh,54.0%,24.0%,12.6%,8.8%,0.0%,0.7%,"9,052 MW","4,021 MW","2,112 MW","1,470 MW",0 MW,118 MW
"Mon Oct 16, 11 AM - 12 PM",171 MW,"1,485 MW","1,314 MW","16,971 MW","15,657 MW","1,013 tonnes",60 g/kWh,53.3%,23.6%,13.7%,8.5%,0.0%,0.9%,"9,046 MW","4,005 MW","2,325 MW","1,449 MW",0 MW,146 MW
"Mon Oct 16, 12 PM - 1 PM",147 MW,"1,587 MW","1,440 MW","17,060 MW","15,620 MW","1,031 tonnes",60 g/kWh,53.0%,23.8%,13.9%,8.5%,0.0%,0.8%,"9,044 MW","4,055 MW","2,363 MW","1,453 MW",0 MW,145 MW
"Mon Oct 16, 1 PM - 2 PM",197 MW,"1,615 MW","1,418 MW","17,007 MW","15,589 MW","1,033 tonnes",61 g/kWh,53.3%,23.2%,13.8%,9.0%,0.0%,0.7%,"9,059 MW","3,954 MW","2,344 MW","1,539 MW",0 MW,111 MW
"Mon Oct 16, 2 PM - 3 PM",216 MW,"1,377 MW","1,161 MW","16,762 MW","15,601 MW",873 tonnes,52 g/kWh,54.1%,23.5%,11.9%,9.9%,0.0%,0.6%,"9,062 MW","3,945 MW","2,001 MW","1,658 MW",0 MW,96 MW
"Mon Oct 16, 3 PM - 4 PM",240 MW,"1,474 MW","1,234 MW","16,726 MW","15,492 MW",845 tonnes,51 g/kWh,54.2%,22.6%,11.7%,10.9%,0.0%,0.5%,"9,069 MW","3,788 MW","1,951 MW","1,828 MW",0 MW,90 MW
"Mon Oct 16, 4 PM - 5 PM",222 MW,"1,473 MW","1,251 MW","17,084 MW","15,833 MW",863 tonnes,50 g/kWh,53.0%,23.6%,11.7%,11.3%,0.0%,0.5%,"9,061 MW","4,028 MW","1,991 MW","1,924 MW",0 MW,80 MW
"Mon Oct 16, 5 PM - 6 PM",221 MW,"1,220 MW",999 MW,"17,262 MW","16,263 MW",905 tonnes,52 g/kWh,52.5%,24.4%,12.1%,10.8%,0.0%,0.2%,"9,062 MW","4,218 MW","2,090 MW","1,860 MW",0 MW,32 MW
"Mon Oct 16, 6 PM - 7 PM",484 MW,"1,414 MW",930 MW,"17,364 MW","16,434 MW",982 tonnes,57 g/kWh,52.3%,25.1%,13.0%,9.6%,0.0%,0.0%,"9,073 MW","4,363 MW","2,256 MW","1,672 MW",0 MW,0 MW
"Mon Oct 16, 7 PM - 8 PM",382 MW,"1,461 MW","1,079 MW","17,649 MW","16,570 MW","1,183 tonnes",67 g/kWh,51.4%,24.3%,15.5%,8.8%,0.0%,0.0%,"9,073 MW","4,295 MW","2,733 MW","1,548 MW",0 MW,0 MW
"Mon Oct 16, 8 PM - 9 PM",152 MW,"1,353 MW","1,201 MW","17,350 MW","16,149 MW","1,109 tonnes",64 g/kWh,52.3%,24.2%,14.7%,8.8%,0.0%,0.0%,"9,073 MW","4,206 MW","2,544 MW","1,527 MW",0 MW,0 MW
"Mon Oct 16, 9 PM - 10 PM",173 MW,"1,417 MW","1,244 MW","16,793 MW","15,549 MW","1,001 tonnes",60 g/kWh,54.0%,24.5%,13.7%,7.8%,0.0%,0.0%,"9,071 MW","4,110 MW","2,294 MW","1,318 MW",0 MW,0 MW
"Mon Oct 16, 10 PM - 11 PM",175 MW,"1,290 MW","1,115 MW","15,703 MW","14,588 MW",713 tonnes,45 g/kWh,57.8%,25.2%,10.5%,6.6%,0.0%,0.0%,"9,076 MW","3,952 MW","1,643 MW","1,032 MW",0 MW,0 MW
"Tue Oct 17, 11 PM - 12 AM",172 MW,"1,278 MW","1,106 MW","14,597 MW","13,491 MW",589 tonnes,40 g/kWh,62.2%,23.4%,9.4%,5.0%,0.0%,0.0%,"9,076 MW","3,422 MW","1,370 MW",729 MW,0 MW,0 MW
"Tue Oct 17, 12 AM - 1 AM",194 MW,"1,790 MW","1,596 MW","14,420 MW","12,824 MW",511 tonnes,35 g/kWh,62.9%,25.2%,8.5%,3.4%,0.0%,0.0%,"9,075 MW","3,631 MW","1,228 MW",486 MW,0 MW,0 MW
"Tue Oct 17, 1 AM - 2 AM",148 MW,"2,011 MW","1,863 MW","14,183 MW","12,320 MW",373 tonnes,26 g/kWh,64.0%,27.2%,6.2%,2.6%,0.0%,0.0%,"9,078 MW","3,861 MW",877 MW,367 MW,0 MW,0 MW
"Tue Oct 17, 2 AM - 3 AM",153 MW,"2,005 MW","1,852 MW","14,043 MW","12,191 MW",360 tonnes,26 g/kWh,64.6%,27.3%,5.9%,2.3%,0.0%,0.0%,"9,069 MW","3,827 MW",830 MW,317 MW,0 MW,0 MW
"Tue Oct 17, 3 AM - 4 AM",148 MW,"2,100 MW","1,952 MW","14,046 MW","12,094 MW",423 tonnes,30 g/kWh,64.6%,26.7%,6.7%,2.0%,0.0%,0.0%,"9,075 MW","3,747 MW",940 MW,284 MW,0 MW,0 MW
"Tue Oct 17, 4 AM - 5 AM",182 MW,"2,032 MW","1,850 MW","14,125 MW","12,275 MW",466 tonnes,33 g/kWh,64.3%,26.2%,7.7%,1.8%,0.0%,0.0%,"9,081 MW","3,702 MW","1,083 MW",259 MW,0 MW,0 MW
"Tue Oct 17, 5 AM - 6 AM",166 MW,"1,731 MW","1,565 MW","14,453 MW","12,888 MW",664 tonnes,46 g/kWh,62.8%,24.7%,10.7%,1.8%,0.0%,0.0%,"9,082 MW","3,569 MW","1,546 MW",256 MW,0 MW,0 MW
"Tue Oct 17, 6 AM - 7 AM",176 MW,"1,547 MW","1,371 MW","15,486 MW","14,115 MW",933 tonnes,60 g/kWh,58.6%,25.8%,14.0%,1.5%,0.0%,0.0%,"9,079 MW","4,001 MW","2,173 MW",233 MW,0 MW,0 MW
"Tue Oct 17, 7 AM - 8 AM",648 MW,"1,571 MW",923 MW,"16,438 MW","15,515 MW","1,251 tonnes",76 g/kWh,55.2%,26.0%,17.4%,1.4%,0.0%,0.0%,"9,075 MW","4,271 MW","2,862 MW",230 MW,0 MW,0 MW
"Tue Oct 17, 8 AM - 9 AM",314 MW,926 MW,612 MW,"16,462 MW","15,850 MW","1,267 tonnes",77 g/kWh,55.1%,25.9%,17.6%,1.2%,0.0%,0.1%,"9,076 MW","4,270 MW","2,900 MW",198 MW,0 MW,18 MW
"Tue Oct 17, 9 AM - 10 AM",70 MW,772 MW,702 MW,"16,298 MW","15,596 MW","1,196 tonnes",73 g/kWh,55.7%,26.5%,16.6%,0.8%,0.0%,0.5%,"9,072 MW","4,315 MW","2,705 MW",129 MW,0 MW,77 MW
"Tue Oct 17, 10 AM - 11 AM",176 MW,936 MW,760 MW,"16,125 MW","15,365 MW","1,159 tonnes",72 g/kWh,56.3%,26.2%,16.2%,0.6%,0.0%,0.7%,"9,072 MW","4,220 MW","2,615 MW",104 MW,0 MW,114 MW
"Tue Oct 17, 12 PM - 1 PM",219 MW,"1,048 MW",829 MW,"15,773 MW","14,944 MW",993 tonnes,63 g/kWh,57.4%,26.3%,14.3%,1.1%,0.0%,0.8%,"9,060 MW","4,149 MW","2,259 MW",174 MW,0 MW,131 MW
"Tue Oct 17, 1 PM - 2 PM",149 MW,951 MW,802 MW,"15,802 MW","15,000 MW",919 tonnes,58 g/kWh,57.3%,26.5%,13.3%,2.1%,0.0%,0.7%,"9,058 MW","4,193 MW","2,104 MW",331 MW,0 MW,116 MW
"Tue Oct 17, 2 PM - 3 PM",169 MW,"1,242 MW","1,073 MW","16,133 MW","15,060 MW","1,061 tonnes",66 g/kWh,56.1%,26.6%,14.9%,1.8%,0.0%,0.6%,"9,052 MW","4,284 MW","2,406 MW",289 MW,0 MW,102 MW
"Tue Oct 17, 3 PM - 4 PM",109 MW,"1,213 MW","1,104 MW","16,250 MW","15,146 MW","1,135 tonnes",70 g/kWh,55.7%,26.7%,16.0%,1.2%,0.0%,0.4%,"9,050 MW","4,334 MW","2,595 MW",201 MW,0 MW,70 MW
"Tue Oct 17, 4 PM - 5 PM",533 MW,"1,140 MW",607 MW,"16,192 MW","15,585 MW","1,104 tonnes",68 g/kWh,55.9%,26.9%,15.7%,1.3%,0.0%,0.3%,"9,048 MW","4,351 MW","2,536 MW",210 MW,0 MW,47 MW
"Tue Oct 17, 5 PM - 6 PM",620 MW,938 MW,318 MW,"16,241 MW","15,923 MW","1,150 tonnes",71 g/kWh,55.6%,26.8%,16.2%,1.2%,0.0%,0.1%,"9,032 MW","4,357 MW","2,626 MW",203 MW,0 MW,23 MW
"Tue Oct 17, 6 PM - 7 PM","1,013 MW","1,069 MW",56 MW,"16,239 MW","16,183 MW","1,196 tonnes",74 g/kWh,55.6%,26.4%,16.7%,1.2%,0.0%,0.0%,"9,034 MW","4,294 MW","2,716 MW",195 MW,0 MW,0 MW
"Tue Oct 17, 7 PM - 8 PM",765 MW,839 MW,74 MW,"16,550 MW","16,476 MW","1,238 tonnes",75 g/kWh,54.6%,27.4%,17.0%,1.1%,0.0%,0.0%,"9,032 MW","4,533 MW","2,808 MW",177 MW,0 MW,0 MW
"Tue Oct 17, 8 PM - 9 PM",336 MW,645 MW,309 MW,"16,418 MW","16,109 MW","1,227 tonnes",75 g/kWh,55.0%,26.6%,17.0%,1.4%,0.0%,0.0%,"9,032 MW","4,367 MW","2,791 MW",228 MW,0 MW,0 MW
"Tue Oct 17, 9 PM - 10 PM",140 MW,922 MW,782 MW,"16,235 MW","15,453 MW","1,161 tonnes",72 g/kWh,55.6%,26.4%,16.4%,1.7%,0.0%,0.0%,"9,025 MW","4,284 MW","2,657 MW",269 MW,0 MW,0 MW
"Tue Oct 17, 10 PM - 11 PM",155 MW,"1,398 MW","1,243 MW","15,638 MW","14,395 MW","1,042 tonnes",67 g/kWh,57.8%,25.5%,15.2%,1.6%,0.0%,0.0%,"9,031 MW","3,989 MW","2,372 MW",246 MW,0 MW,0 MW
"Wed Oct 18, 11 PM - 12 AM",177 MW,"1,604 MW","1,427 MW","14,832 MW","13,405 MW",813 tonnes,55 g/kWh,60.9%,24.9%,12.6%,1.6%,0.0%,0.0%,"9,034 MW","3,690 MW","1,875 MW",233 MW,0 MW,0 MW
"Wed Oct 18, 12 AM - 1 AM",159 MW,"1,890 MW","1,731 MW","14,380 MW","12,649 MW",541 tonnes,38 g/kWh,62.8%,26.3%,8.9%,2.0%,0.0%,0.0%,"9,031 MW","3,780 MW","1,284 MW",285 MW,0 MW,0 MW
"Wed Oct 18, 1 AM - 2 AM",190 MW,"1,670 MW","1,480 MW","13,761 MW","12,281 MW",373 tonnes,27 g/kWh,65.6%,25.8%,6.3%,2.3%,0.0%,0.0%,"9,031 MW","3,550 MW",870 MW,310 MW,0 MW,0 MW
"Wed Oct 18, 2 AM - 3 AM",193 MW,"1,984 MW","1,791 MW","13,906 MW","12,115 MW",389 tonnes,28 g/kWh,64.9%,26.2%,6.6%,2.3%,0.0%,0.0%,"9,029 MW","3,642 MW",916 MW,319 MW,0 MW,0 MW
"Wed Oct 18, 3 AM - 4 AM",219 MW,"2,067 MW","1,848 MW","13,911 MW","12,063 MW",426 tonnes,31 g/kWh,64.9%,25.7%,7.3%,2.1%,0.0%,0.0%,"9,031 MW","3,570 MW","1,012 MW",298 MW,0 MW,0 MW
"Wed Oct 18, 4 AM - 5 AM",190 MW,"2,174 MW","1,984 MW","14,171 MW","12,187 MW",503 tonnes,35 g/kWh,63.7%,25.1%,8.5%,2.7%,0.0%,0.0%,"9,032 MW","3,553 MW","1,203 MW",383 MW,0 MW,0 MW
"Wed Oct 18, 5 AM - 6 AM",193 MW,"1,744 MW","1,551 MW","14,386 MW","12,835 MW",732 tonnes,51 g/kWh,62.8%,21.7%,12.2%,3.3%,0.0%,0.0%,"9,029 MW","3,123 MW","1,758 MW",476 MW,0 MW,0 MW
"Wed Oct 18, 6 AM - 7 AM",170 MW,"1,742 MW","1,572 MW","15,486 MW","13,914 MW",992 tonnes,64 g/kWh,58.3%,22.9%,15.1%,3.7%,0.0%,0.0%,"9,026 MW","3,544 MW","2,338 MW",578 MW,0 MW,0 MW
